Cod_setor,Situacao_setor,V001,V109,V110
250430605000013,1,371,0,MULHER
250430605000014,1,362,0,MULHER
250430605000015,1,271,0,MULHER
250430605000016,1,196,0,MULHER
250430605000017,1,160,0,MULHER
250430605000018,8,83,0,MULHER
250430605000019,8,203,0,MULHER
250430605000020,8,166,0,MULHER
250430605000021,8,125,0,MULHER
250430605000022,8,174,1,MULHER
250430605000023,8,163,0,MULHER
250430605000024,5,62,0,MULHER
250430605000025,5,36,0,MULHER
250430605000026,1,336,0,MULHER
250430605000027,1,224,0,MULHER
250430605000028,1,175,0,MULHER
250430605000029,1,299,0,MULHER
250430605000030,1,130,0,MULHER
250430605000031,1,208,0,MULHER
250430605000032,1,237,0,MULHER
250430605000033,1,256,0,MULHER
250430610000001,1,111,0,MULHER
250430610000002,8,45,0,MULHER
250430610000003,8,190,0,MULHER
250430610000004,8,51,5,MULHER
250430610000005,8,137,7,MULHER
250430610000006,8,77,0,MULHER
250430610000007,5,66,0,MULHER
250430625000001,1,68,0,MULHER
250430625000002,8,96,0,MULHER
250430625000003,8,77,0,MULHER
250430625000004,8,89,0,MULHER
250430625000005,8,55,0,MULHER
250430625000006,8,82,0,MULHER
250430625000007,5,100,0,MULHER
250435505000001,1,314,0,MULHER
250435505000002,8,234,2,MULHER
250435505000003,8,196,0,MULHER
250435505000004,8,181,2,MULHER
250435505000005,5,99,0,MULHER
250435505000006,8,122,0,MULHER
250435505000007,5,183,0,MULHER
250440505000001,1,244,0,MULHER
250440505000002,1,304,0,MULHER
250440505000003,1,308,2,MULHER
250440505000004,1,352,0,MULHER
250440505000005,1,411,0,MULHER
250440505000006,1,376,0,MULHER
250440505000007,1,295,0,MULHER
250440505000008,1,288,2,MULHER
250440505000009,1,250,0,MULHER
250440505000010,1,219,0,MULHER
250440505000011,8,112,0,MULHER
250440505000012,8,91,0,MULHER
250440505000013,8,229,0,MULHER
250440505000014,8,132,2,MULHER
250440505000015,8,101,0,MULHER
250440505000016,8,179,0,MULHER
250440505000017,8,98,0,MULHER
250440505000018,8,278,0,MULHER
250440505000019,8,27,0,MULHER
250440505000020,1,236,0,MULHER
250440510000001,1,9,0,MULHER
250440510000002,8,66,0,MULHER
250440510000003,8,159,5,MULHER
250440515000001,1,55,0,MULHER
250440515000002,8,114,0,MULHER
250440515000003,8,179,0,MULHER
250440515000004,5,47,0,MULHER
250450405000001,1,200,0,MULHER
250450405000002,1,219,0,MULHER
250450405000003,1,219,0,MULHER
250450405000004,8,75,0,MULHER
250450405000005,8,67,1,MULHER
250450405000006,8,139,0,MULHER
250450405000007,8,268,0,MULHER
250450405000008,1,276,0,MULHER
250450405000009,1,265,0,MULHER
250450405000010,1,183,0,MULHER
250460305000001,1,250,0,MULHER
250460305000002,1,426,0,MULHER
250460305000003,1,94,0,MULHER
250460305000004,1,201,0,MULHER
250460305000005,1,171,0,MULHER
250460305000006,1,203,0,MULHER
250460305000007,4,106,0,MULHER
250460305000008,4,102,0,MULHER
250460305000009,8,126,0,MULHER
250460305000010,8,245,0,MULHER
250460305000011,5,118,0,MULHER
250460305000012,5,187,0,MULHER
250460305000013,8,39,X,DESCONHECIDO
250460305000014,8,127,0,MULHER
250460305000015,8,45,0,MULHER
250460305000016,8,61,0,MULHER
250460305000017,1,279,0,MULHER
250460305000018,1,232,0,MULHER
250460305000019,1,181,0,MULHER
250460305000020,1,2,X,DESCONHECIDO
250460305000021,4,69,0,MULHER
250460305000022,4,178,0,MULHER
250460305000023,1,204,0,MULHER
250460305000024,1,66,0,MULHER
250460305000025,1,165,0,MULHER
250460305000026,1,179,0,MULHER
250460305000027,1,169,0,MULHER
250460305000028,1,162,0,MULHER
250460305000029,1,282,0,MULHER
250460305000030,1,88,0,MULHER
250460305000031,1,68,0,MULHER
250460305000032,8,146,0,MULHER
250460305000033,5,167,0,MULHER
250460305000034,5,179,0,MULHER
250460316000001,1,38,0,MULHER
250460316000002,1,47,0,MULHER
250460316000003,1,63,0,MULHER
250460316000004,1,14,0,MULHER
250460316000005,1,7,0,MULHER
250460316000006,1,64,0,MULHER
250460316000007,1,132,0,MULHER
250460316000008,1,67,7,MULHER
250460316000009,1,99,0,MULHER
250470205000001,1,215,0,MULHER
250470205000002,1,309,0,MULHER
250470205000003,1,421,0,MULHER
250470205000004,8,116,5,MULHER
250470205000005,8,82,0,MULHER
250470205000006,8,56,0,MULHER
250470205000007,8,143,0,MULHER
250470205000008,8,116,0,MULHER
250470205000009,4,20,0,MULHER
250480105000001,1,183,0,MULHER
250480105000002,1,234,0,MULHER
250480105000003,1,237,0,MULHER
250480105000004,1,305,0,MULHER
250480105000005,1,289,1,MULHER
250480105000006,1,177,0,MULHER
250480105000007,1,209,0,MULHER
250480105000008,1,130,13,MULHER
250480105000009,8,47,0,MULHER
250480105000010,8,130,0,MULHER
250480105000011,8,279,0,MULHER
250480105000012,8,265,1,MULHER
250480105000013,8,197,0,MULHER
250480105000014,8,85,0,MULHER
250480105000015,1,284,0,MULHER
250480105000016,1,267,16,MULHER
250480105000017,1,208,10,MULHER
250480105000018,1,211,110,MULHER
250480105000019,1,318,0,MULHER
250480105000020,1,189,1,MULHER
250480105000021,1,139,0,MULHER
250485005000001,1,268,33,MULHER
250485005000002,8,160,0,MULHER
250485005000003,8,62,0,MULHER
250485005000004,8,98,0,MULHER
250490005000001,1,198,0,MULHER
250490005000002,1,354,0,MULHER
250490005000003,1,487,0,MULHER
250490005000004,3,480,1,MULHER
250490005000005,3,393,0,MULHER
250490005000006,8,164,0,MULHER
250490005000007,8,161,6,MULHER
250490005000008,8,54,0,MULHER
250490005000009,8,128,0,MULHER
250490005000010,8,62,0,MULHER
250490005000011,8,296,0,MULHER
250490005000012,8,147,0,MULHER
250490005000013,8,23,0,MULHER
250490005000014,8,190,0,MULHER
250490005000015,8,35,0,MULHER
250490005000016,8,295,0,MULHER
250490005000017,1,71,0,MULHER
250490005000018,5,74,0,MULHER
250490005000019,5,140,0,MULHER
250490005000020,5,219,0,MULHER
250490005000021,5,265,0,MULHER
250500605000001,1,308,31,MULHER
250500605000002,1,241,0,MULHER
250500605000003,1,334,4,MULHER
250500605000004,1,234,6,MULHER
250500605000005,1,346,42,MULHER
250500605000006,8,228,0,MULHER
250500605000007,8,61,0,MULHER
250500605000008,8,136,1,MULHER
250500605000009,8,90,0,MULHER
250500605000010,8,25,0,MULHER
250500605000011,8,28,0,MULHER
250510505000001,1,111,0,MULHER
250510505000002,1,190,0,MULHER
250510505000003,1,306,0,MULHER
250510505000004,1,169,0,MULHER
250510505000005,1,271,0,MULHER
250510505000006,1,219,68,MULHER
250510505000007,1,149,2,MULHER
250510505000008,1,232,0,MULHER
250510505000009,1,164,0,MULHER
250510505000010,1,195,2,MULHER
250510505000011,1,178,0,MULHER
250510505000012,8,146,0,MULHER
250510505000013,8,170,3,MULHER
250510505000014,8,109,0,MULHER
250510505000015,8,67,0,MULHER
250510505000016,8,84,0,MULHER
250510505000017,8,49,0,MULHER
250510505000018,8,107,0,MULHER
250510505000019,8,103,0,MULHER
250510505000020,8,111,0,MULHER
250510505000021,8,79,0,MULHER
250510505000022,5,26,0,MULHER
250510505000023,1,153,0,MULHER
250510505000024,1,232,0,MULHER
250510505000025,1,191,0,MULHER
250510505000026,1,215,22,MULHER
250510505000027,1,162,0,MULHER
250510505000028,1,239,0,MULHER
250510505000029,1,193,0,MULHER
250510505000030,1,234,0,MULHER
250510505000031,1,234,0,MULHER
250510510000001,1,54,0,MULHER
250510510000002,8,100,0,MULHER
250510510000003,8,61,0,MULHER
250510510000004,8,161,0,MULHER
250510510000005,8,141,2,MULHER
250510510000006,8,36,0,MULHER
250510510000007,8,200,0,MULHER
250510510000008,8,82,0,MULHER
250520405000001,1,286,0,MULHER
250520405000002,1,300,0,MULHER
250520405000003,1,265,1,MULHER
250520405000004,1,225,0,MULHER
250520405000005,1,215,0,MULHER
250520405000006,1,271,70,MULHER
250520405000007,8,158,1,MULHER
250520405000008,8,189,10,MULHER
250523805000001,1,268,17,MULHER
250523805000002,1,339,6,MULHER
250523805000003,8,164,0,MULHER
250523805000004,8,81,0,MULHER
250523805000005,8,8,0,MULHER
250523805000006,8,61,0,MULHER
250523805000007,5,143,0,MULHER
250523805000008,8,17,0,MULHER
250523805000009,5,118,0,MULHER
250523805000010,8,153,0,MULHER
250523805000011,8,17,0,MULHER
250523805000012,5,173,3,MULHER
250523805000013,5,130,0,MULHER
250523805000014,5,51,0,MULHER
250523805000015,5,9,0,MULHER
250527905000001,1,156,0,MULHER
250527905000002,8,153,0,MULHER
250527905000003,8,83,0,MULHER
250527905000004,8,121,0,MULHER
250527905000005,8,151,0,MULHER
250527905000006,8,107,0,MULHER
250527905000007,8,124,0,MULHER
250527905000008,5,109,0,MULHER
250527905000009,8,119,0,MULHER
250527905000010,8,47,0,MULHER
250527905000011,8,136,2,MULHER
250527905000012,8,161,0,MULHER
250530305000001,1,226,0,MULHER
250530305000002,8,133,0,MULHER
250530305000003,8,92,0,MULHER
250530305000004,8,45,0,MULHER
250530305000005,1,157,0,MULHER
250535205000001,1,192,3,MULHER
250535205000002,8,140,0,MULHER
250535205000003,8,175,0,MULHER
250535205000004,8,52,0,MULHER
250535205000005,8,179,0,MULHER
250535205000006,8,126,2,MULHER
250535205000007,8,25,0,MULHER
250535205000008,1,233,0,MULHER
250535205000009,1,255,0,MULHER
250540205000001,1,188,0,MULHER
250540205000002,1,311,15,MULHER
250540205000003,1,144,0,MULHER
250540205000004,1,435,7,MULHER
250540205000005,8,184,0,MULHER
250540205000006,8,96,0,MULHER
250540205000007,8,93,0,MULHER
250540205000008,8,150,0,MULHER
250540205000009,8,178,0,MULHER
250540205000010,5,186,0,MULHER
250540205000011,1,146,0,MULHER
250540205000012,1,206,0,MULHER
250550105000001,1,217,16,MULHER
250550105000002,8,243,0,MULHER
250550105000003,8,249,1,MULHER
250550105000004,1,214,0,MULHER
250560005000001,1,344,0,MULHER
250560005000002,1,309,0,MULHER
250560005000003,1,343,0,MULHER
250560005000004,8,145,3,MULHER
250560005000005,8,245,0,MULHER
250560005000006,8,115,0,MULHER
250560005000007,8,59,0,MULHER
250560010000001,1,94,0,MULHER
250560010000002,8,110,0,MULHER
250570905000001,1,311,0,MULHER
250570905000002,1,228,65,MULHER
250570905000003,1,266,0,MULHER
250570905000004,1,157,0,MULHER
250570905000005,1,239,0,MULHER
250570905000006,8,151,3,MULHER
250570905000007,8,130,0,MULHER
250570905000008,8,63,0,MULHER
250570905000009,8,90,0,MULHER
250570905000010,8,159,0,MULHER
250570905000011,8,223,0,MULHER
250570905000012,8,89,0,MULHER
250570905000013,8,173,0,MULHER
250570905000014,8,99,0,MULHER
250570905000015,1,212,0,MULHER
250570905000016,8,152,0,MULHER
250570905000017,5,68,0,MULHER
250570905000018,5,56,0,MULHER
250570905000019,8,94,0,MULHER
250580805000001,1,294,0,MULHER
250580805000002,1,235,0,MULHER
250580805000003,1,334,0,MULHER
250580805000004,8,49,0,MULHER
250580805000005,8,88,0,MULHER
250580805000006,8,79,1,MULHER
250590705000001,1,342,0,MULHER
250590705000002,8,116,0,MULHER
250590705000003,8,82,0,MULHER
250590705000004,8,62,0,MULHER
250590705000005,1,229,0,MULHER
250600405000001,1,323,0,MULHER
250600405000002,1,406,0,MULHER
250600405000003,1,209,0,MULHER
250600405000004,1,314,0,MULHER
250600405000005,1,231,0,MULHER
250600405000006,1,192,0,MULHER
250600405000007,1,212,0,MULHER
250600405000008,1,199,4,MULHER
250600405000009,1,274,0,MULHER
250600405000010,1,249,0,MULHER
250600405000011,1,157,0,MULHER
250600405000012,1,254,0,MULHER
250600405000013,1,261,0,MULHER
250600405000014,1,209,0,MULHER
250600405000015,1,219,0,MULHER
250600405000016,1,354,0,MULHER
250600405000017,8,185,0,MULHER
250600405000018,8,123,0,MULHER
250600405000019,8,37,0,MULHER
250600405000020,5,355,0,MULHER
250600405000021,8,164,0,MULHER
250600405000022,8,153,0,MULHER
250600405000023,8,45,0,MULHER
250600405000024,8,145,0,MULHER
250600405000025,8,118,0,MULHER
250600405000026,8,206,0,MULHER
250600405000027,8,156,0,MULHER
250600405000028,8,266,0,MULHER
250600405000029,5,185,0,MULHER
250600405000030,8,52,0,MULHER
250600405000031,8,81,0,MULHER
250600405000032,8,259,0,MULHER
250600405000033,1,225,0,MULHER
250600405000034,1,212,0,MULHER
250600405000035,1,244,0,MULHER
250600405000036,1,201,0,MULHER
250600405000037,1,308,0,MULHER
250600405000038,1,167,0,MULHER
250600405000039,1,205,0,MULHER
250600405000040,1,238,0,MULHER
250600405000041,1,213,0,MULHER
250600405000042,1,240,0,MULHER
250600405000043,1,257,0,MULHER
250600405000044,5,83,0,MULHER
250610305000001,1,258,0,MULHER
250610305000002,1,163,0,MULHER
250610305000003,1,252,18,MULHER
250610305000004,1,242,0,MULHER
250610305000005,1,174,0,MULHER
250610305000006,1,283,4,MULHER
250610305000007,8,243,0,MULHER
250610305000008,8,212,0,MULHER
250610305000009,8,156,1,MULHER
250610305000010,8,203,0,MULHER
250610305000011,8,53,X,DESCONHECIDO
250610305000012,8,185,0,MULHER
250610305000013,8,240,0,MULHER
250610305000014,8,166,2,MULHER
250610305000015,8,4,X,DESCONHECIDO
250610305000016,8,83,0,MULHER
250610305000017,8,66,0,MULHER
250610305000018,1,122,0,MULHER
250610305000019,1,147,0,MULHER
250620205000001,1,212,0,MULHER
250620205000002,1,202,0,MULHER
250620205000003,8,116,0,MULHER
250620205000004,8,68,0,MULHER
250620205000005,8,196,1,MULHER
250620205000006,1,172,0,MULHER
250625105000001,1,288,0,MULHER
250625105000002,8,78,0,MULHER
250625105000003,5,194,9,MULHER
250625105000004,8,187,0,MULHER
250625105000005,8,172,0,MULHER
250625105000006,8,160,0,MULHER
250625105000007,8,167,0,MULHER
250625105000008,8,148,0,MULHER
250625105000009,8,205,0,MULHER
250625105000010,8,84,0,MULHER
250625105000011,8,112,0,MULHER
250625105000012,8,60,0,MULHER
250625105000013,8,186,0,MULHER
250625105000014,8,41,0,MULHER
250625105000015,8,152,0,MULHER
250630105000001,1,315,0,MULHER
250630105000002,1,303,2,MULHER
250630105000003,1,201,0,MULHER
250630105000004,1,121,17,MULHER
250630105000005,1,262,4,MULHER
250630105000006,1,231,43,MULHER
250630105000007,1,317,1,MULHER
250630105000008,1,215,4,MULHER
250630105000009,1,292,5,MULHER
250630105000010,1,269,0,MULHER
250630105000011,1,360,0,MULHER
250630105000012,1,193,0,MULHER
250630105000013,1,126,0,MULHER
250630105000014,1,131,0,MULHER
250630105000015,1,288,0,MULHER
250630105000016,1,268,2,MULHER
250630105000017,1,196,0,MULHER
250630105000018,1,172,0,MULHER
250630105000019,1,232,41,MULHER
250630105000020,1,336,0,MULHER
250630105000021,1,358,27,MULHER
250630105000022,1,229,0,MULHER
250630105000023,1,212,1,MULHER
250630105000024,1,219,0,MULHER
250630105000025,1,311,0,MULHER
250630105000026,1,426,56,MULHER
250630105000027,1,173,0,MULHER
250630105000028,1,360,7,MULHER
250630105000029,1,321,10,MULHER
250630105000030,1,416,54,MULHER
250630105000031,1,236,0,MULHER
250630105000032,1,290,0,MULHER
250630105000033,1,216,0,MULHER
250630105000034,1,181,0,MULHER
250630105000035,1,316,0,MULHER
250630105000036,1,228,0,MULHER
250630105000037,1,251,30,MULHER
250630105000038,1,224,0,MULHER
250630105000039,1,188,0,MULHER
250630105000040,1,236,0,MULHER
250630105000041,8,35,0,MULHER
250630105000042,4,100,6,MULHER
250630105000043,8,48,0,MULHER
250630105000044,8,132,0,MULHER
250630105000045,8,168,0,MULHER
250630105000046,8,54,0,MULHER
250630105000047,5,209,2,MULHER
250630105000048,8,253,0,MULHER
250630105000049,8,144,0,MULHER
250630105000050,1,175,31,MULHER
250630105000051,1,327,0,MULHER
250630105000052,1,150,0,MULHER
250630105000053,1,195,2,MULHER
250630105000054,1,210,3,MULHER
250630105000055,1,224,0,MULHER
250630105000056,1,274,0,MULHER
250630105000057,1,177,5,MULHER
250630105000058,1,168,0,MULHER
250630105000059,1,219,0,MULHER
250630105000060,1,140,0,MULHER
250630105000061,1,401,0,MULHER
250630105000062,1,254,0,MULHER
250630105000063,1,223,0,MULHER
250630105000064,1,195,0,MULHER
250630105000065,1,162,0,MULHER
250630105000066,1,200,0,MULHER
250630105000067,1,261,0,MULHER
250630105000068,1,160,0,MULHER
250630110000001,1,259,0,MULHER
250630110000002,8,96,0,MULHER
250630110000003,8,115,0,MULHER
250630110000004,8,33,0,MULHER
250630110000005,8,65,0,MULHER
250630110000006,8,150,0,MULHER
250630110000007,5,80,0,MULHER
250630110000008,7,97,2,MULHER
250630110000009,5,78,0,MULHER
250630110000010,7,83,0,MULHER
250640005000001,1,278,0,MULHER
250640005000002,1,264,0,MULHER
250640005000003,1,221,107,MULHER
250640005000004,1,167,0,MULHER
250640005000005,1,411,0,MULHER
250640005000006,1,207,0,MULHER
250640005000007,8,187,0,MULHER
250640005000008,8,245,0,MULHER
250640005000009,8,156,0,MULHER
250640005000010,8,163,0,MULHER
250640005000011,8,141,0,MULHER
250640005000012,8,205,0,MULHER
250640005000013,5,80,0,MULHER
250640005000014,8,126,0,MULHER
250640005000015,5,424,0,MULHER
250640005000016,5,86,0,MULHER
250640005000017,4,176,0,MULHER
250640005000018,1,158,1,MULHER
250640005000019,8,6,X,DESCONHECIDO
250640005000020,8,67,0,MULHER
250640005000021,8,2,X,DESCONHECIDO
250640005000022,8,113,0,MULHER
250650905000001,1,349,0,MULHER
250650905000002,1,304,0,MULHER
250650905000003,8,160,0,MULHER
250650905000004,8,129,0,MULHER
250660805000001,1,232,0,MULHER
250660805000002,1,310,0,MULHER
250660805000003,1,287,0,MULHER
250660805000004,1,258,0,MULHER
250660805000005,8,173,0,MULHER
250660805000006,8,87,0,MULHER
250660805000007,8,99,0,MULHER
250660805000008,5,61,0,MULHER
250660805000009,8,112,0,MULHER
250660810000001,1,67,0,MULHER
250660810000002,8,84,0,MULHER
250670705000001,1,420,0,MULHER
250670705000002,1,289,21,MULHER
250670705000003,1,440,0,MULHER
250670705000004,8,138,0,MULHER
250670705000005,8,185,0,MULHER
250670705000006,8,152,0,MULHER
250670705000007,8,96,0,MULHER
250670705000008,8,84,0,MULHER
250670705000009,8,42,0,MULHER
250670705000010,8,106,0,MULHER
250670705000011,8,62,0,MULHER
250670705000012,5,89,0,MULHER
250670715000001,1,264,0,MULHER
250670715000002,8,54,0,MULHER
250670715000003,8,129,0,MULHER
250670715000004,8,94,0,MULHER
250670715000005,8,155,0,MULHER
250670715000006,8,56,0,MULHER
250670715000007,8,55,0,MULHER
250680605000001,1,306,0,MULHER
250680605000002,1,278,0,MULHER
250680605000003,1,158,0,MULHER
250680605000004,1,366,0,MULHER
250680605000005,1,281,0,MULHER
250680605000006,1,310,0,MULHER
250680605000007,1,279,0,MULHER
250680605000008,1,265,0,MULHER
250680605000009,1,332,70,MULHER
250680605000010,1,408,0,MULHER
250680605000011,8,174,1,MULHER
250680605000012,8,128,4,MULHER
250680605000013,8,318,0,MULHER
250680605000014,8,300,0,MULHER
250680605000015,1,285,1,MULHER
250680605000016,5,134,0,MULHER
250680607000001,1,195,0,MULHER
250680607000002,5,203,0,MULHER
250680607000003,8,215,2,MULHER
250680607000004,8,326,0,MULHER
250690505000001,1,301,130,MULHER
250690505000002,1,215,0,MULHER
250690505000003,1,226,78,MULHER
250690505000004,1,278,5,MULHER
250690505000005,1,298,0,MULHER
250690505000006,1,190,0,MULHER
250690505000007,1,231,0,MULHER
250690505000008,1,346,0,MULHER
250690505000009,1,211,2,MULHER
250690505000010,1,281,6,MULHER
250690505000011,1,242,0,MULHER
250690505000012,1,232,132,MULHER
250690505000013,1,334,28,MULHER
250690505000014,1,257,0,MULHER
250690505000015,1,244,0,MULHER
250690505000016,1,195,0,MULHER
250690505000017,1,314,0,MULHER
250690505000018,1,274,73,MULHER
250690505000019,1,221,0,MULHER
250690505000020,1,264,0,MULHER
250690505000021,1,379,0,MULHER
250690505000022,8,252,0,MULHER
250690505000023,5,228,13,MULHER
250690505000024,8,103,0,MULHER
250690505000025,8,238,0,MULHER
250690505000026,1,202,3,MULHER
250690510000001,1,308,49,MULHER
250690510000002,8,78,0,MULHER
250690510000003,5,76,0,MULHER
250690510000004,8,52,0,MULHER
250690515000001,1,83,4,MULHER
250690515000002,8,200,0,MULHER
250690515000003,8,128,0,MULHER
250700205000001,1,291,0,MULHER
250700205000002,1,378,0,MULHER
250700205000003,1,288,0,MULHER
250700205000004,1,331,0,MULHER
250700205000005,1,289,3,MULHER
250700205000006,1,404,12,MULHER
250700205000007,1,399,0,MULHER
250700205000008,1,344,1,MULHER
250700205000009,1,250,0,MULHER
250700205000010,1,296,0,MULHER
250700205000011,1,278,0,MULHER
250700205000012,1,380,0,MULHER
250700205000013,1,293,0,MULHER
250700205000014,1,278,0,MULHER
250700205000015,8,95,0,MULHER
250700205000016,8,138,0,MULHER
250700205000017,8,99,0,MULHER
250700205000018,8,120,0,MULHER
250700205000019,8,115,0,MULHER
250700205000020,8,115,0,MULHER
250700205000021,8,117,0,MULHER
250700205000022,8,119,0,MULHER
250700205000023,8,63,0,MULHER
250700205000024,8,203,0,MULHER
250700205000025,8,38,0,MULHER
250700205000026,8,159,0,MULHER
250700205000027,1,303,0,MULHER
250700205000028,1,286,1,MULHER
250710105000001,1,247,1,MULHER
250710105000002,1,297,0,MULHER
250710105000003,1,276,0,MULHER
250710105000004,1,280,2,MULHER
250710105000005,1,254,12,MULHER
250710105000006,1,317,2,MULHER
250710105000007,1,403,2,MULHER
250710105000008,1,377,0,MULHER
250710105000009,1,213,0,MULHER
250710105000010,8,125,0,MULHER
250710105000011,8,160,0,MULHER
250710105000012,8,282,0,MULHER
250710105000013,8,127,0,MULHER
250710105000014,8,56,0,MULHER
250710105000015,8,150,0,MULHER
250710105000016,8,103,0,MULHER
250710105000017,8,119,0,MULHER
250710105000018,8,156,0,MULHER
250710105000019,8,113,1,MULHER
250710105000020,8,155,0,MULHER
250710105000021,1,311,0,MULHER
250710105000022,1,214,0,MULHER
250710105000023,8,61,0,MULHER
250720005000001,1,105,2,MULHER
250720005000002,1,423,0,MULHER
250720005000003,1,364,0,MULHER
250720005000004,1,215,27,MULHER
250720005000005,1,319,2,MULHER
250720005000006,8,283,0,MULHER
250720005000007,8,92,0,MULHER
250720005000008,5,78,0,MULHER
250720005000009,8,251,8,MULHER
250720005000010,8,223,0,MULHER
250720005000011,8,63,1,MULHER
250720005000012,5,69,0,MULHER
250720005000013,1,241,0,MULHER
250720005000014,5,116,0,MULHER
250730905000001,1,281,44,MULHER
250730905000002,1,183,0,MULHER
250730905000003,1,313,0,MULHER
250730905000004,1,212,0,MULHER
250730905000005,1,208,0,MULHER
250730905000006,8,135,0,MULHER
250730905000007,8,133,0,MULHER
250730905000008,8,40,0,MULHER
250730905000009,8,89,0,MULHER
250730905000010,8,113,0,MULHER
250730905000011,8,74,0,MULHER
250730905000012,8,105,0,MULHER
250730905000013,1,208,5,MULHER
250730905000014,1,168,0,MULHER
250730905000015,1,157,0,MULHER
250730905000016,1,226,0,MULHER
250730905000017,1,188,0,MULHER
250730905000018,8,126,0,MULHER
250730905000019,8,114,0,MULHER
250730905000020,8,227,0,MULHER
250730910000001,1,315,0,MULHER
250730910000002,8,84,4,MULHER
250730910000003,8,198,0,MULHER
250730910000004,8,95,0,MULHER
250730910000005,8,99,0,MULHER
250740805000001,1,212,29,MULHER
250740805000002,1,158,0,MULHER
250740805000003,1,241,0,MULHER
250740805000004,8,203,0,MULHER
250740805000005,8,127,0,MULHER
250740805000006,8,153,0,MULHER
250740805000007,8,193,0,MULHER
250740805000008,5,82,0,MULHER
250740805000009,1,271,0,MULHER
250740805000010,1,210,22,MULHER
250740805000011,1,263,0,MULHER
250750705000001,1,96,0,MULHER
250750705000002,1,284,0,MULHER
250750705000003,1,187,0,MULHER
250750705000004,1,86,0,MULHER
250750705000005,1,324,0,MULHER
250750705000006,1,243,0,MULHER
250750705000007,1,306,0,MULHER
250750705000008,1,286,3,MULHER
250750705000009,1,134,19,MULHER
250750705000010,1,244,14,MULHER
250750705000011,1,359,8,MULHER
250750705000012,1,219,0,MULHER
250750705000013,1,325,0,MULHER
250750705000014,1,270,0,MULHER
250750705000015,1,172,0,MULHER
250750705000016,1,376,0,MULHER
250750705000018,1,29,0,MULHER
250750705000019,1,217,0,MULHER
250750705000020,1,257,0,MULHER
250750705000021,1,333,0,MULHER
250750705000022,1,320,0,MULHER
250750705000023,1,284,0,MULHER
250750705000024,1,196,0,MULHER
250750705000025,1,277,0,MULHER
250750705000026,1,293,0,MULHER
250750705000027,1,332,0,MULHER
250750705000028,1,293,0,MULHER
250750705000029,1,255,0,MULHER
250750705000030,1,553,0,MULHER
250750705000031,1,153,0,MULHER
250750705000032,1,184,0,MULHER
250750705000033,1,288,0,MULHER
250750705000034,1,347,0,MULHER
250750705000035,1,161,0,MULHER
250750705000036,1,263,0,MULHER
250750705000037,1,126,0,MULHER
250750705000038,1,312,0,MULHER
250750705000039,1,317,0,MULHER
250750705000040,1,217,0,MULHER
250750705000041,1,333,0,MULHER
250750705000042,1,267,0,MULHER
250750705000043,1,217,0,MULHER
250750705000044,1,213,0,MULHER
250750705000045,1,261,0,MULHER
250750705000046,1,199,0,MULHER
250750705000047,1,373,0,MULHER
250750705000048,1,260,0,MULHER
250750705000049,1,187,0,MULHER
250750705000050,1,82,0,MULHER
250750705000051,1,402,7,MULHER
250750705000052,1,267,0,MULHER
250750705000053,1,282,0,MULHER
250750705000054,1,189,3,MULHER
250750705000055,1,275,4,MULHER
250750705000056,1,216,0,MULHER
250750705000057,1,353,0,MULHER
250750705000058,1,185,0,MULHER
250750705000059,1,245,0,MULHER
250750705000060,1,333,16,MULHER
250750705000061,1,316,0,MULHER
250750705000062,1,309,0,MULHER
250750705000063,1,350,0,MULHER
250750705000064,1,191,0,MULHER
250750705000065,1,254,0,MULHER
250750705000066,1,269,0,MULHER
250750705000067,1,99,4,MULHER
250750705000068,1,287,0,MULHER
250750705000069,1,316,0,MULHER
250750705000070,1,161,0,MULHER
250750705000071,1,319,0,MULHER
250750705000072,1,292,1,MULHER
250750705000073,1,173,0,MULHER
250750705000074,1,207,0,MULHER
250750705000075,1,136,0,MULHER
250750705000076,1,299,0,MULHER
250750705000077,1,346,0,MULHER
250750705000078,1,371,0,MULHER
250750705000079,1,374,0,MULHER
250750705000080,1,269,0,MULHER
250750705000081,1,248,0,MULHER
250750705000082,1,202,0,MULHER
250750705000083,1,385,0,MULHER
250750705000084,1,286,0,MULHER
250750705000085,1,345,0,MULHER
250750705000086,1,257,0,MULHER
250750705000087,1,343,0,MULHER
250750705000088,1,305,0,MULHER
250750705000089,1,221,0,MULHER
250750705000090,1,281,0,MULHER
250750705000091,1,152,0,MULHER
250750705000092,1,181,0,MULHER
250750705000093,1,247,0,MULHER
250750705000094,1,153,8,MULHER
250750705000095,1,335,66,MULHER
250750705000096,1,297,0,MULHER
250750705000097,1,398,5,MULHER
250750705000098,1,364,0,MULHER
250750705000099,1,319,0,MULHER
250750705000100,1,239,0,MULHER
250750705000101,1,229,0,MULHER
250750705000102,1,295,47,MULHER
250750705000103,1,143,149,HOMEM
250750705000104,1,279,9,MULHER
250750705000105,1,273,0,MULHER
250750705000106,1,293,0,MULHER
250750705000107,1,101,0,MULHER
250750705000108,1,214,0,MULHER
250750705000109,1,110,0,MULHER
250750705000110,1,222,0,MULHER
250750705000111,1,323,36,MULHER
250750705000112,1,219,0,MULHER
250750705000113,1,173,0,MULHER
250750705000114,1,219,9,MULHER
250750705000115,1,160,0,MULHER
250750705000116,1,101,0,MULHER
250750705000117,1,193,0,MULHER
250750705000118,1,171,0,MULHER
