Cod_setor,Situacao_setor,V001,V109,V110
250300105000007,1,368,0,MULHER
250300105000008,1,178,0,MULHER
250300105000009,1,267,0,MULHER
250300105000010,1,171,0,MULHER
250300105000011,8,68,0,MULHER
250300105000012,8,141,1,MULHER
250300105000013,8,184,0,MULHER
250300105000014,8,20,0,MULHER
250300105000015,1,215,0,MULHER
250300105000016,1,145,0,MULHER
250300105000017,1,247,0,MULHER
250300105000018,1,275,0,MULHER
250300105000019,1,220,0,MULHER
250300105000020,1,201,0,MULHER
250300115000001,1,375,0,MULHER
250300115000002,1,241,0,MULHER
250300115000003,8,175,0,MULHER
250300115000004,5,97,0,MULHER
250300115000005,8,21,0,MULHER
250300115000006,8,37,0,MULHER
250300115000007,1,211,0,MULHER
250310005000001,1,133,0,MULHER
250310005000002,1,215,0,MULHER
250310005000003,8,180,2,MULHER
250310005000004,8,76,0,MULHER
250310005000005,8,194,3,MULHER
250310005000006,5,59,0,MULHER
250310005000007,8,300,0,MULHER
250310005000008,1,151,0,MULHER
250310005000009,1,207,0,MULHER
250320905000001,1,325,0,MULHER
250320905000002,1,157,0,MULHER
250320905000003,1,208,0,MULHER
250320905000004,1,257,0,MULHER
250320905000005,1,225,0,MULHER
250320905000006,1,227,0,MULHER
250320905000007,1,335,6,MULHER
250320905000008,1,195,0,MULHER
250320905000009,1,183,0,MULHER
250320905000010,1,382,0,MULHER
250320905000011,1,189,0,MULHER
250320905000012,1,270,0,MULHER
250320905000013,1,170,0,MULHER
250320905000014,1,263,87,MULHER
250320905000015,1,70,0,MULHER
250320905000016,1,250,21,MULHER
250320905000017,1,238,0,MULHER
250320905000018,1,36,0,MULHER
250320905000019,1,241,2,MULHER
250320905000020,1,135,0,MULHER
250320905000021,1,104,0,MULHER
250320905000022,1,155,0,MULHER
250320905000023,1,77,0,MULHER
250320905000024,1,135,0,MULHER
250320905000025,1,231,0,MULHER
250320905000026,1,269,0,MULHER
250320905000027,1,131,0,MULHER
250320905000028,1,174,0,MULHER
250320905000029,1,150,0,MULHER
250320905000030,1,153,0,MULHER
250320905000031,1,156,0,MULHER
250320905000032,1,173,0,MULHER
250320905000033,1,275,0,MULHER
250320905000034,1,159,4,MULHER
250320905000035,1,124,191,HOMEM
250320905000036,1,189,0,MULHER
250320905000037,1,344,0,MULHER
250320905000038,1,26,X,DESCONHECIDO
250320905000039,8,2,X,DESCONHECIDO
250320905000040,1,250,0,MULHER
250320905000041,1,211,0,MULHER
250320905000042,1,150,0,MULHER
250320905000043,1,208,0,MULHER
250320905000044,1,164,0,MULHER
250320905000045,1,244,0,MULHER
250320905000046,1,170,0,MULHER
250320905000047,1,135,0,MULHER
250320905000048,1,211,0,MULHER
250320905000049,1,173,0,MULHER
250320905000050,1,252,0,MULHER
250320905000051,1,70,0,MULHER
250320905000052,1,73,0,MULHER
250320905000053,1,250,21,MULHER
250320905000054,1,213,0,MULHER
250320905000055,1,284,0,MULHER
250320905000056,1,263,0,MULHER
250320905000057,1,41,0,MULHER
250320905000058,1,79,0,MULHER
250320905000059,1,89,0,MULHER
250320905000060,1,75,0,MULHER
250320905000061,1,101,0,MULHER
250320905000062,1,283,0,MULHER
250320905000063,1,272,0,MULHER
250320905000064,1,195,0,MULHER
250320905000065,1,156,0,MULHER
250320905000066,1,241,1,MULHER
250320905000067,1,362,0,MULHER
250320905000068,1,279,0,MULHER
250320905000069,1,378,0,MULHER
250320905000070,1,523,1,MULHER
250320905000071,1,120,0,MULHER
250320905000072,1,104,0,MULHER
250320905000073,1,196,0,MULHER
250320905000074,1,142,0,MULHER
250320905000075,1,174,0,MULHER
250320905000076,1,169,0,MULHER
250320905000077,1,129,70,MULHER
250320905000078,1,124,162,HOMEM
250320925000001,1,254,0,MULHER
250320925000002,1,351,14,MULHER
250320925000003,1,207,0,MULHER
250320925000004,1,201,164,MULHER
250320925000005,1,261,0,MULHER
250320925000006,1,308,148,MULHER
250320925000007,1,324,0,MULHER
250320925000008,1,222,263,HOMEM
250320925000009,1,266,19,MULHER
250330805000001,1,273,0,MULHER
250330805000002,1,340,0,MULHER
250330805000003,8,129,1,MULHER
250330805000004,8,49,X,DESCONHECIDO
250330805000005,8,130,0,MULHER
250330805000006,8,125,0,MULHER
250330805000007,1,250,0,MULHER
250330805000008,8,317,0,MULHER
250330805000009,8,170,0,MULHER
250330805000010,8,63,0,MULHER
250330805000011,8,4,X,DESCONHECIDO
250330810000001,1,28,0,MULHER
250330810000002,8,48,0,MULHER
250330815000001,1,47,0,MULHER
250330815000002,8,244,0,MULHER
250330815000003,8,124,0,MULHER
250330820000001,1,49,0,MULHER
250330820000002,8,128,0,MULHER
250330820000003,5,91,0,MULHER
250340705000001,1,198,103,MULHER
250340705000002,8,122,0,MULHER
250340705000003,8,146,2,MULHER
250340705000004,8,230,0,MULHER
250340705000005,8,36,0,MULHER
250340705000006,1,301,39,MULHER
250350605000001,1,188,0,MULHER
250350605000002,1,214,0,MULHER
250350605000003,1,150,0,MULHER
250350605000004,1,155,21,MULHER
250350605000005,1,297,0,MULHER
250350605000006,1,278,0,MULHER
250350605000007,1,261,0,MULHER
250350605000008,8,201,0,MULHER
250350605000009,8,150,0,MULHER
250350605000010,8,147,0,MULHER
250350605000011,8,123,0,MULHER
250350605000012,8,63,0,MULHER
250350605000013,8,128,0,MULHER
250350605000014,8,79,0,MULHER
250350605000015,8,170,7,MULHER
250350605000016,8,83,0,MULHER
250350605000017,8,21,0,MULHER
250350605000018,8,288,0,MULHER
250350605000019,5,437,5,MULHER
250350605000020,8,22,0,MULHER
250350605000021,5,116,0,MULHER
250350605000022,1,200,3,MULHER
250350605000023,1,223,0,MULHER
250350605000024,1,220,24,MULHER
250350605000025,1,188,2,MULHER
250350605000026,1,224,0,MULHER
250355505000001,1,220,0,MULHER
250355505000002,1,258,0,MULHER
250355505000003,8,245,0,MULHER
250355505000004,8,66,0,MULHER
250355505000005,8,42,0,MULHER
250355505000006,8,17,0,MULHER
250355505000007,8,122,0,MULHER
250355505000008,8,197,0,MULHER
250355505000009,5,386,0,MULHER
250355505000010,8,91,0,MULHER
250355505000011,8,166,0,MULHER
250360505000001,1,273,9,MULHER
250360505000002,1,226,0,MULHER
250360505000003,1,333,0,MULHER
250360505000004,1,261,4,MULHER
250360505000005,1,254,0,MULHER
250360505000006,8,90,0,MULHER
250360505000007,8,96,0,MULHER
250360505000008,8,137,0,MULHER
250360505000009,8,123,0,MULHER
250360505000010,8,114,0,MULHER
250360505000011,1,198,0,MULHER
250370405000001,1,276,0,MULHER
250370405000002,1,246,0,MULHER
250370405000003,1,195,0,MULHER
250370405000004,1,326,0,MULHER
250370405000005,1,295,0,MULHER
250370405000006,1,226,0,MULHER
250370405000007,1,314,0,MULHER
250370405000008,1,282,0,MULHER
250370405000009,1,283,0,MULHER
250370405000010,1,207,0,MULHER
250370405000011,1,201,0,MULHER
250370405000012,1,286,36,MULHER
250370405000013,1,229,0,MULHER
250370405000014,1,333,0,MULHER
250370405000015,1,278,0,MULHER
250370405000016,1,448,0,MULHER
250370405000017,1,257,0,MULHER
250370405000018,1,234,0,MULHER
250370405000019,1,200,0,MULHER
250370405000020,1,158,0,MULHER
250370405000021,1,375,0,MULHER
250370405000022,1,312,0,MULHER
250370405000023,1,235,0,MULHER
250370405000024,1,248,3,MULHER
250370405000025,1,234,0,MULHER
250370405000026,1,257,7,MULHER
250370405000027,1,270,0,MULHER
250370405000028,1,257,0,MULHER
250370405000029,1,325,0,MULHER
250370405000030,1,408,0,MULHER
250370405000031,1,234,0,MULHER
250370405000032,1,245,0,MULHER
250370405000033,1,352,0,MULHER
250370405000034,1,312,0,MULHER
250370405000035,1,417,19,MULHER
250370405000036,1,368,5,MULHER
250370405000037,1,251,0,MULHER
250370405000038,1,367,0,MULHER
250370405000039,1,375,0,MULHER
250370405000040,8,174,0,MULHER
250370405000041,8,55,0,MULHER
250370405000042,8,272,0,MULHER
250370405000043,8,154,0,MULHER
250370405000044,8,123,0,MULHER
250370405000045,8,213,1,MULHER
250370405000046,8,256,0,MULHER
250370405000047,8,221,0,MULHER
250370405000048,5,106,0,MULHER
250370405000049,8,121,0,MULHER
250370405000050,8,35,0,MULHER
250370405000051,8,272,2,MULHER
250370405000052,8,219,0,MULHER
250370405000053,1,285,0,MULHER
250370405000054,1,272,0,MULHER
250370405000055,1,301,0,MULHER
250370405000056,1,248,0,MULHER
250370405000057,1,201,6,MULHER
250370405000058,1,262,0,MULHER
250370405000059,1,252,0,MULHER
250370405000060,1,395,6,MULHER
250370405000061,1,234,0,MULHER
250370405000062,1,154,0,MULHER
250370405000063,1,238,5,MULHER
250370405000064,1,228,29,MULHER
250370410000001,1,211,3,MULHER
250370410000002,8,75,0,MULHER
250370410000003,8,176,0,MULHER
250370410000004,8,180,3,MULHER
250370410000005,5,72,0,MULHER
250370410000006,8,86,0,MULHER
250370410000007,8,210,0,MULHER
250370410000008,8,88,0,MULHER
250375305000001,1,277,0,MULHER
250375305000002,8,158,0,MULHER
250375305000003,8,247,0,MULHER
250375305000004,8,46,0,MULHER
250375305000005,8,65,0,MULHER
250375305000006,8,34,0,MULHER
250380305000001,1,340,0,MULHER
250380305000002,1,310,0,MULHER
250380305000003,1,350,0,MULHER
250380305000004,8,223,0,MULHER
250380305000005,8,91,0,MULHER
250380305000006,5,135,0,MULHER
250380305000007,5,258,2,MULHER
250390205000001,1,254,0,MULHER
250390205000002,1,214,0,MULHER
250390205000003,1,258,0,MULHER
250390205000004,8,206,0,MULHER
250390205000005,8,86,0,MULHER
250390205000006,8,156,0,MULHER
250390205000007,8,208,0,MULHER
250390205000008,7,65,0,MULHER
250390205000009,1,172,0,MULHER
250390210000001,1,77,0,MULHER
250390210000002,8,166,0,MULHER
250400905000001,1,279,0,MULHER
250400905000002,1,225,0,MULHER
250400905000003,1,172,0,MULHER
250400905000004,1,213,0,MULHER
250400905000005,1,134,0,MULHER
250400905000006,1,281,0,MULHER
250400905000007,1,359,0,MULHER
250400905000008,1,184,0,MULHER
250400905000009,1,134,0,MULHER
250400905000010,1,272,0,MULHER
250400905000011,1,195,0,MULHER
250400905000012,1,207,0,MULHER
250400905000013,1,206,0,MULHER
250400905000014,1,251,0,MULHER
250400905000015,1,87,0,MULHER
250400905000016,1,214,0,MULHER
250400905000017,1,249,0,MULHER
250400905000018,1,289,0,MULHER
250400905000019,1,254,0,MULHER
250400905000020,1,311,0,MULHER
250400905000021,1,203,0,MULHER
250400905000022,1,141,0,MULHER
250400905000023,1,198,0,MULHER
250400905000024,1,250,0,MULHER
250400905000026,1,280,0,MULHER
250400905000027,1,259,0,MULHER
250400905000028,1,256,0,MULHER
250400905000029,1,279,0,MULHER
250400905000030,1,207,0,MULHER
250400905000031,1,258,0,MULHER
250400905000032,1,333,0,MULHER
250400905000033,1,236,0,MULHER
250400905000034,1,269,0,MULHER
250400905000035,1,272,0,MULHER
250400905000036,1,305,0,MULHER
250400905000037,1,263,0,MULHER
250400905000038,1,246,0,MULHER
250400905000039,1,261,0,MULHER
250400905000040,1,298,0,MULHER
250400905000041,1,251,0,MULHER
250400905000042,1,216,0,MULHER
250400905000043,1,288,0,MULHER
250400905000044,1,201,0,MULHER
250400905000045,1,281,0,MULHER
250400905000046,1,242,0,MULHER
250400905000047,1,240,0,MULHER
250400905000048,1,285,0,MULHER
250400905000049,1,296,0,MULHER
250400905000050,1,249,0,MULHER
250400905000051,1,249,0,MULHER
250400905000052,1,267,0,MULHER
250400905000053,1,324,10,MULHER
250400905000054,1,150,0,MULHER
250400905000055,1,250,0,MULHER
250400905000056,1,290,0,MULHER
250400905000057,1,301,0,MULHER
250400905000058,1,307,0,MULHER
250400905000059,1,327,0,MULHER
250400905000060,1,342,0,MULHER
250400905000061,1,235,0,MULHER
250400905000062,1,154,0,MULHER
250400905000063,1,365,1,MULHER
250400905000064,1,203,0,MULHER
250400905000065,1,169,0,MULHER
250400905000066,1,169,0,MULHER
250400905000067,1,172,0,MULHER
250400905000068,1,120,0,MULHER
250400905000069,1,189,0,MULHER
250400905000070,1,184,0,MULHER
250400905000071,1,257,0,MULHER
250400905000072,1,150,0,MULHER
250400905000073,1,351,1,MULHER
250400905000074,1,79,0,MULHER
250400905000075,1,318,0,MULHER
250400905000076,1,234,0,MULHER
250400905000077,1,347,0,MULHER
250400905000078,1,285,0,MULHER
250400905000079,1,305,2,MULHER
250400905000080,1,178,0,MULHER
250400905000081,1,44,0,MULHER
250400905000082,1,298,0,MULHER
250400905000083,1,330,0,MULHER
250400905000084,1,235,0,MULHER
250400905000085,1,266,0,MULHER
250400905000086,1,269,0,MULHER
250400905000087,1,267,0,MULHER
250400905000088,1,292,0,MULHER
250400905000089,1,313,0,MULHER
250400905000090,1,271,0,MULHER
250400905000091,1,294,0,MULHER
250400905000092,1,350,0,MULHER
250400905000093,1,258,0,MULHER
250400905000094,1,335,0,MULHER
250400905000095,1,311,0,MULHER
250400905000096,1,243,0,MULHER
250400905000097,1,273,0,MULHER
250400905000098,1,250,0,MULHER
250400905000099,1,148,0,MULHER
250400905000100,1,161,0,MULHER
250400905000101,1,304,0,MULHER
250400905000102,1,249,0,MULHER
250400905000103,1,337,0,MULHER
250400905000104,1,207,0,MULHER
250400905000105,1,322,0,MULHER
250400905000106,1,264,0,MULHER
250400905000107,1,299,0,MULHER
250400905000108,1,305,0,MULHER
250400905000109,1,307,0,MULHER
250400905000110,1,206,0,MULHER
250400905000111,1,417,0,MULHER
250400905000112,1,170,0,MULHER
250400905000113,1,313,0,MULHER
250400905000114,1,92,0,MULHER
250400905000115,1,221,0,MULHER
250400905000116,1,261,0,MULHER
250400905000117,1,262,0,MULHER
250400905000118,1,304,0,MULHER
250400905000119,1,226,0,MULHER
250400905000120,1,288,0,MULHER
250400905000121,1,235,0,MULHER
250400905000122,1,264,7,MULHER
250400905000123,1,290,0,MULHER
250400905000124,1,312,0,MULHER
250400905000125,1,253,0,MULHER
250400905000126,1,232,0,MULHER
250400905000127,1,277,0,MULHER
250400905000128,1,322,0,MULHER
250400905000129,1,264,0,MULHER
250400905000130,1,261,0,MULHER
250400905000131,1,246,0,MULHER
250400905000132,1,256,0,MULHER
250400905000133,1,269,0,MULHER
250400905000134,1,311,1,MULHER
250400905000135,1,257,0,MULHER
250400905000136,1,288,0,MULHER
250400905000137,1,255,0,MULHER
250400905000138,1,301,0,MULHER
250400905000139,1,322,0,MULHER
250400905000140,1,504,21,MULHER
250400905000141,1,323,0,MULHER
250400905000142,1,330,0,MULHER
250400905000143,1,147,0,MULHER
250400905000144,1,335,4,MULHER
250400905000145,1,301,0,MULHER
250400905000146,1,310,0,MULHER
250400905000147,1,230,70,MULHER
250400905000148,1,236,0,MULHER
250400905000149,1,279,0,MULHER
250400905000150,1,253,0,MULHER
250400905000151,1,260,0,MULHER
250400905000152,1,286,2,MULHER
250400905000153,1,283,0,MULHER
250400905000154,1,235,0,MULHER
250400905000155,1,285,0,MULHER
250400905000156,1,247,0,MULHER
250400905000158,1,9,0,MULHER
250400905000159,1,112,2,MULHER
250400905000160,1,322,0,MULHER
250400905000161,1,267,0,MULHER
250400905000162,1,348,0,MULHER
250400905000163,1,336,0,MULHER
250400905000164,1,224,0,MULHER
250400905000165,1,344,0,MULHER
250400905000166,1,207,0,MULHER
250400905000167,1,143,0,MULHER
250400905000168,1,177,0,MULHER
250400905000169,1,329,0,MULHER
250400905000170,1,283,0,MULHER
250400905000171,1,312,0,MULHER
250400905000172,1,376,2,MULHER
250400905000173,1,346,9,MULHER
250400905000174,1,153,0,MULHER
250400905000175,1,223,0,MULHER
250400905000176,1,322,0,MULHER
250400905000177,1,334,0,MULHER
250400905000178,1,348,0,MULHER
250400905000179,1,278,0,MULHER
250400905000180,1,304,0,MULHER
250400905000181,1,327,3,MULHER
250400905000182,1,554,0,MULHER
250400905000183,1,246,0,MULHER
250400905000184,1,206,0,MULHER
250400905000185,1,381,0,MULHER
250400905000186,1,290,0,MULHER
250400905000187,1,182,0,MULHER
250400905000188,1,194,0,MULHER
250400905000189,1,223,0,MULHER
250400905000190,1,310,0,MULHER
250400905000191,1,232,0,MULHER
250400905000192,1,284,0,MULHER
250400905000193,1,309,0,MULHER
250400905000194,1,301,0,MULHER
250400905000195,1,58,0,MULHER
250400905000196,1,298,0,MULHER
250400905000197,1,279,0,MULHER
250400905000198,1,448,0,MULHER
250400905000199,1,159,0,MULHER
250400905000200,1,196,0,MULHER
250400905000201,1,141,0,MULHER
250400905000202,1,163,6,MULHER
250400905000203,1,312,0,MULHER
250400905000204,1,389,28,MULHER
250400905000205,1,241,0,MULHER
250400905000206,1,290,0,MULHER
250400905000207,1,383,0,MULHER
250400905000208,1,153,0,MULHER
250400905000209,1,186,0,MULHER
250400905000210,1,211,2,MULHER
250400905000211,1,91,0,MULHER
250400905000212,1,344,0,MULHER
250400905000213,1,201,0,MULHER
250400905000214,1,344,0,MULHER
250400905000215,1,245,1,MULHER
250400905000216,1,243,0,MULHER
250400905000217,1,289,0,MULHER
250400905000218,1,246,4,MULHER
250400905000219,1,108,0,MULHER
250400905000220,1,164,0,MULHER
250400905000221,1,342,0,MULHER
250400905000222,1,143,16,MULHER
250400905000223,1,188,0,MULHER
250400905000224,1,195,0,MULHER
250400905000225,1,174,0,MULHER
250400905000226,1,316,239,MULHER
250400905000227,1,380,0,MULHER
250400905000228,1,296,0,MULHER
250400905000229,1,154,0,MULHER
250400905000230,1,110,0,MULHER
250400905000231,1,275,0,MULHER
250400905000232,1,235,0,MULHER
250400905000233,1,62,0,MULHER
250400905000234,1,330,14,MULHER
250400905000235,1,264,138,MULHER
250400905000236,1,88,0,MULHER
250400905000237,1,244,0,MULHER
250400905000238,1,160,0,MULHER
250400905000239,1,256,0,MULHER
250400905000240,1,203,0,MULHER
250400905000241,1,251,0,MULHER
250400905000242,1,150,0,MULHER
250400905000243,1,276,0,MULHER
250400905000244,1,146,53,MULHER
250400905000245,1,99,0,MULHER
250400905000246,1,250,0,MULHER
250400905000247,1,271,0,MULHER
250400905000248,1,276,0,MULHER
250400905000249,1,345,0,MULHER
250400905000250,1,562,0,MULHER
250400905000251,1,170,0,MULHER
250400905000252,1,247,0,MULHER
250400905000253,1,289,329,HOMEM
250400905000254,1,240,0,MULHER
250400905000255,1,309,0,MULHER
250400905000256,1,222,0,MULHER
250400905000257,1,249,143,MULHER
250400905000258,1,344,3,MULHER
250400905000259,1,238,47,MULHER
250400905000260,1,237,44,MULHER
250400905000261,1,249,92,MULHER
250400905000262,1,217,0,MULHER
250400905000263,1,271,0,MULHER
250400905000264,1,225,0,MULHER
250400905000265,1,125,0,MULHER
250400905000266,1,250,0,MULHER
250400905000267,1,175,0,MULHER
250400905000268,1,108,0,MULHER
250400905000269,1,160,0,MULHER
250400905000270,1,311,0,MULHER
250400905000271,1,327,0,MULHER
250400905000272,1,273,0,MULHER
250400905000273,1,386,0,MULHER
250400905000274,1,217,1,MULHER
250400905000275,1,413,0,MULHER
250400905000276,1,319,0,MULHER
250400905000277,1,319,0,MULHER
250400905000278,1,292,0,MULHER
250400905000279,1,275,0,MULHER
250400905000280,1,331,0,MULHER
250400905000281,1,338,4,MULHER
250400905000282,1,188,0,MULHER
250400905000283,1,318,0,MULHER
250400905000284,1,278,0,MULHER
250400905000285,1,351,0,MULHER
250400905000286,1,374,0,MULHER
250400905000287,1,168,0,MULHER
250400905000288,1,229,0,MULHER
250400905000289,1,276,0,MULHER
250400905000290,1,174,0,MULHER
250400905000291,1,316,0,MULHER
250400905000292,1,327,0,MULHER
250400905000293,1,364,0,MULHER
250400905000294,1,232,0,MULHER
250400905000295,1,330,32,MULHER
250400905000296,1,286,0,MULHER
250400905000297,1,273,0,MULHER
250400905000298,1,305,0,MULHER
250400905000299,1,149,0,MULHER
250400905000300,1,247,0,MULHER
250400905000301,1,358,0,MULHER
250400905000302,1,257,0,MULHER
250400905000303,1,310,0,MULHER
250400905000304,1,297,0,MULHER
250400905000305,1,185,0,MULHER
250400905000306,1,280,0,MULHER
250400905000307,1,307,0,MULHER
250400905000308,1,306,0,MULHER
250400905000309,1,261,0,MULHER
250400905000310,1,260,0,MULHER
250400905000311,1,215,0,MULHER
250400905000312,1,370,0,MULHER
250400905000313,1,365,0,MULHER
250400905000314,1,133,71,MULHER
250400905000315,1,238,0,MULHER
250400905000316,1,258,23,MULHER
250400905000317,1,181,0,MULHER
250400905000318,1,225,0,MULHER
250400905000319,1,316,65,MULHER
250400905000320,1,754,0,MULHER
250400905000321,1,304,0,MULHER
250400905000322,1,186,0,MULHER
250400905000323,1,342,0,MULHER
250400905000324,1,143,0,MULHER
250400905000325,1,86,0,MULHER
250400905000326,1,64,0,MULHER
250400905000327,1,318,0,MULHER
250400905000328,1,307,0,MULHER
250400905000329,1,174,4,MULHER
250400905000330,1,25,0,MULHER
250400905000331,4,216,0,MULHER
250400905000332,4,307,0,MULHER
250400905000333,4,161,0,MULHER
250400905000334,8,229,0,MULHER
250400905000335,8,67,15,MULHER
250400905000336,8,115,0,MULHER
250400905000337,8,77,0,MULHER
250400905000338,8,228,0,MULHER
250400905000339,1,202,0,MULHER
250400905000340,1,291,283,MULHER
250400905000341,1,106,0,MULHER
250400905000342,1,231,0,MULHER
250400905000343,1,187,0,MULHER
250400905000344,1,224,0,MULHER
250400905000345,1,356,0,MULHER
250400905000346,1,237,0,MULHER
250400905000347,1,68,0,MULHER
250400905000348,1,170,0,MULHER
250400905000349,1,140,0,MULHER
250400905000350,1,113,0,MULHER
250400905000351,1,110,0,MULHER
250400905000353,1,64,0,MULHER
250400905000354,1,154,0,MULHER
250400905000355,1,219,0,MULHER
250400905000356,1,150,0,MULHER
250400905000357,1,239,0,MULHER
250400905000358,1,296,0,MULHER
250400905000359,1,190,0,MULHER
250400905000360,1,242,0,MULHER
250400905000361,1,220,0,MULHER
250400905000362,1,15,0,MULHER
250400905000363,1,261,0,MULHER
250400905000364,1,187,0,MULHER
250400905000365,1,277,0,MULHER
250400905000366,1,216,0,MULHER
250400905000367,1,227,0,MULHER
250400905000368,1,50,0,MULHER
250400905000369,1,249,1,MULHER
250400905000370,1,242,0,MULHER
250400905000371,1,205,0,MULHER
250400905000372,1,121,0,MULHER
250400905000373,1,185,0,MULHER
250400905000374,1,218,0,MULHER
250400905000375,1,197,0,MULHER
250400905000376,1,233,0,MULHER
250400905000377,1,265,0,MULHER
250400905000378,1,89,143,HOMEM
250400905000379,1,215,0,MULHER
250400905000380,1,172,0,MULHER
250400905000381,1,307,0,MULHER
250400905000382,1,114,0,MULHER
250400905000383,1,241,0,MULHER
250400905000384,1,224,0,MULHER
250400905000385,1,234,0,MULHER
250400905000386,1,102,0,MULHER
250400905000387,1,58,0,MULHER
250400905000388,1,135,0,MULHER
250400905000389,1,251,7,MULHER
250400905000390,1,228,0,MULHER
250400905000391,1,259,16,MULHER
250400905000392,1,209,2,MULHER
250400905000393,1,223,0,MULHER
250400905000394,1,193,0,MULHER
250400905000395,1,284,0,MULHER
250400905000396,1,240,13,MULHER
250400905000397,1,226,1,MULHER
250400905000398,1,277,0,MULHER
250400905000399,1,204,0,MULHER
250400905000400,1,76,92,HOMEM
250400905000401,1,163,0,MULHER
250400905000402,1,169,0,MULHER
250400905000403,1,113,0,MULHER
250400905000404,1,211,0,MULHER
250400905000405,1,120,2,MULHER
250400905000406,1,143,0,MULHER
250400905000407,1,99,0,MULHER
250400905000408,1,193,0,MULHER
250400905000409,1,140,0,MULHER
250400905000410,1,233,0,MULHER
250400905000411,1,287,0,MULHER
250400905000412,1,341,0,MULHER
250400905000413,1,188,0,MULHER
250400905000414,1,92,0,MULHER
250400905000415,1,196,0,MULHER
250400905000416,1,213,0,MULHER
250400905000417,1,162,0,MULHER
250400905000418,1,244,0,MULHER
250400905000419,1,199,0,MULHER
250400905000420,1,199,0,MULHER
250400905000421,1,181,0,MULHER
250400905000422,1,236,0,MULHER
250400905000423,1,160,0,MULHER
250400905000424,1,194,0,MULHER
250400905000425,1,205,0,MULHER
250400905000426,1,235,0,MULHER
250400905000427,1,222,0,MULHER
250400905000428,1,187,0,MULHER
250400905000429,1,251,0,MULHER
250400905000430,1,210,0,MULHER
250400905000431,1,239,0,MULHER
250400905000432,1,65,0,MULHER
250400905000433,1,530,0,MULHER
250400905000434,4,9,0,MULHER
250400905000435,1,43,0,MULHER
250400905000438,1,54,53,MULHER
250400905000439,1,79,0,MULHER
250400905000440,1,144,0,MULHER
250400905000441,1,236,0,MULHER
250400905000442,1,131,0,MULHER
250400905000443,1,181,0,MULHER
250400905000444,1,189,0,MULHER
250400905000445,1,80,7,MULHER
250400905000446,1,203,6,MULHER
250400905000447,1,70,0,MULHER
250400905000448,1,182,0,MULHER
250400905000449,1,110,0,MULHER
250400915000001,1,55,0,MULHER
250400915000002,8,204,0,MULHER
250400915000003,8,271,0,MULHER
250400915000004,8,354,5,MULHER
250400915000005,8,184,1,MULHER
250400915000006,5,70,0,MULHER
250400920000001,1,220,0,MULHER
250400920000002,1,226,0,MULHER
250400920000003,1,202,0,MULHER
250400920000004,1,271,0,MULHER
250400920000005,8,142,0,MULHER
250400920000006,8,117,0,MULHER
250400920000007,8,107,0,MULHER
250400920000008,8,121,0,MULHER
250400920000009,8,216,0,MULHER
250400920000010,4,21,0,MULHER
250400920000011,1,242,0,MULHER
250400920000012,1,227,0,MULHER
250400920000013,1,130,0,MULHER
250400925000001,1,376,0,MULHER
250400925000002,1,218,0,MULHER
250400925000003,1,263,0,MULHER
250400925000004,1,319,0,MULHER
250400925000005,1,144,0,MULHER
250400925000006,8,89,0,MULHER
250400925000007,4,51,0,MULHER
250400925000008,8,166,0,MULHER
250400925000009,8,91,0,MULHER
250400925000010,8,214,0,MULHER
250400925000011,8,148,0,MULHER
250400925000012,8,97,0,MULHER
250400925000013,8,129,0,MULHER
250400925000014,8,167,0,MULHER
250400925000015,5,145,0,MULHER
250400925000016,4,363,0,MULHER
250400925000017,5,130,0,MULHER
250400925000018,1,234,0,MULHER
250400925000019,1,266,0,MULHER
250400925000020,1,175,0,MULHER
250403305000001,1,199,0,MULHER
250403305000002,1,179,0,MULHER
250403305000003,8,87,0,MULHER
250403305000004,1,158,0,MULHER
250403305000005,1,214,0,MULHER
250403305000006,1,158,0,MULHER
250403305000007,5,267,0,MULHER
250403315000001,1,172,0,MULHER
250403315000002,8,27,0,MULHER
250407405000001,1,230,0,MULHER
250407405000002,1,164,0,MULHER
250407405000003,8,136,2,MULHER
250407405000004,8,154,0,MULHER
250407405000005,8,134,0,MULHER
250407405000006,8,211,0,MULHER
250407405000007,8,60,0,MULHER
250407405000008,1,108,0,MULHER
250410805000001,1,202,0,MULHER
250410805000002,8,179,0,MULHER
250410805000003,1,212,0,MULHER
250415705000001,1,297,0,MULHER
250415705000002,1,294,0,MULHER
250415705000003,1,164,0,MULHER
250415705000004,8,72,0,MULHER
250415705000005,8,279,0,MULHER
250415705000006,8,218,0,MULHER
250415705000007,8,35,0,MULHER
250415705000008,8,276,0,MULHER
250415705000009,8,64,0,MULHER
250415705000010,1,249,0,MULHER
250420705000001,1,187,2,MULHER
250420705000002,1,199,0,MULHER
250420705000003,8,76,0,MULHER
250420705000004,8,178,0,MULHER
250420705000005,8,117,0,MULHER
250420705000006,1,250,0,MULHER
250420705000007,1,136,0,MULHER
250420710000001,1,40,0,MULHER
250420710000002,8,124,0,MULHER
250430605000001,1,264,0,MULHER
250430605000002,1,182,0,MULHER
250430605000003,1,259,0,MULHER
250430605000004,1,224,0,MULHER
250430605000005,1,112,0,MULHER
250430605000006,1,249,2,MULHER
250430605000007,1,201,0,MULHER
250430605000008,1,282,0,MULHER
250430605000009,1,295,0,MULHER
250430605000010,1,320,0,MULHER
250430605000011,1,215,0,MULHER
250430605000012,1,232,0,MULHER
