Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108
250450405000009;1;98;0;0;0;0;0;0;0;1;0;0;0;1;1;3;1;2;0;1;1;1;3;1;4;0;2;3;1;2;1;0;0;2;2;0;0;2;3;2;1;0;3;0;1;0;0;0;1;3;2;1;3;3;1;1;0;3;1;0;1;2;3;6;2;2;2;2;3;3;3;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;66;0;1;6;5;8;7;2;7;4;5;6;4;6;4;1
250450405000010;1;108;0;0;0;0;0;0;1;0;1;1;0;0;1;3;2;1;2;2;2;3;1;1;4;4;2;3;3;2;2;2;2;1;3;2;2;1;2;2;1;2;1;4;4;1;5;0;1;1;0;0;2;2;2;0;1;0;2;1;1;1;2;2;3;3;1;0;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;68;0;2;6;8;8;10;6;5;12;1;2;1;6;1;0
250460305000001;1;107;0;0;0;0;0;0;2;0;0;0;5;0;2;0;1;1;0;2;4;0;1;1;2;2;4;3;2;2;4;3;2;2;0;2;3;0;1;1;1;5;0;2;2;3;1;2;2;2;3;1;2;3;1;2;0;1;2;1;3;0;2;2;1;1;3;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;71;0;2;7;6;9;10;8;3;6;5;4;5;4;1;1
250460305000002;1;108;0;0;0;0;0;0;0;1;0;0;0;0;1;1;2;2;3;1;2;3;4;2;2;2;5;3;2;3;2;4;5;2;2;1;6;3;2;2;0;3;2;1;2;2;3;1;1;1;0;1;2;0;1;1;1;1;1;2;2;3;1;1;0;1;0;2;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;1;4;10;14;11;14;5;7;3;2;4;0;1;0
250460305000003;1;32;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;3;0;2;3;0;0;0;1;0;0;1;0;2;1;0;2;0;2;0;1;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;2;1;3;4;2;4;2;2;0;1;1;1;0
250460305000004;1;79;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;2;1;1;0;0;1;1;2;0;1;2;2;3;1;0;3;1;3;5;2;1;1;0;3;3;0;2;3;2;0;0;0;1;0;1;3;0;1;1;1;0;2;2;2;2;4;4;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;3;1;4;5;7;11;5;6;1;3;5;7;1;1
250460305000005;1;52;0;0;0;0;0;0;1;0;0;0;2;0;1;0;2;2;1;1;0;1;4;1;2;1;0;1;2;0;3;0;0;2;1;1;0;1;0;0;0;2;0;2;1;2;0;2;3;0;1;1;1;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;1;3;5;7;4;1;0;0;2;2;1;0;0;0
250460305000006;1;138;0;0;0;0;2;0;2;5;2;1;1;1;4;2;7;4;4;5;1;4;2;5;2;3;5;6;0;1;2;1;3;6;1;4;4;3;1;1;4;2;2;2;3;3;0;2;1;2;5;1;2;2;2;1;0;2;0;0;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;2;9;15;17;17;10;13;11;8;6;3;1;1;0;2
250460305000007;4;22;0;0;0;0;0;0;0;1;0;0;1;0;2;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;4;0;2;1;0;3;2;0;2;3;1;1;0
250460305000008;4;21;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;2;1;1;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;17;0;0;2;2;1;3;4;1;0;1;1;1;0;0;1
250460305000009;8;21;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;1;0;0;1;0;0;1;0;2;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;2;1;3;0;1;2;2;1;0;2;0;0;0
250460305000010;8;91;0;0;0;1;0;0;0;1;2;1;1;3;2;1;5;5;3;2;2;3;2;0;3;2;3;1;4;1;2;1;5;1;1;5;4;0;2;1;2;2;1;0;0;1;0;0;4;0;1;1;0;1;0;0;0;2;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;75;1;4;12;14;9;8;13;5;2;3;0;1;2;0;1
250460305000011;5;23;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;2;2;4;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;3;0;2;2;4;0;0;0;0;0;0;0;0
250460305000012;5;66;0;0;0;0;0;0;0;0;1;0;2;3;1;0;2;0;2;1;1;0;1;0;2;2;3;1;0;1;0;1;3;1;0;1;3;2;1;1;2;1;2;1;0;2;2;2;3;0;1;0;0;2;2;0;3;0;0;1;1;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;1;7;4;7;2;2;1;1;1;0;1;1;0;0
250460305000013;8;19;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X"
250460305000014;8;35;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;1;1;2;1;1;0;1;1;0;1;0;1;1;1;0;0;3;0;1;1;0;1;0;3;2;0;1;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;3;2;4;2;0;2;0;2;0;1;1;0;0
250460305000015;8;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0
250460305000016;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;2;0;0;1;0;3;0;0;0;0;0
250460305000017;1;105;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;2;4;1;5;3;2;0;2;2;2;5;2;2;5;1;3;1;0;1;4;2;2;1;1;0;1;1;4;5;2;2;5;3;0;2;0;1;3;2;0;2;3;1;0;1;1;0;1;1;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;82;0;1;3;15;8;15;6;5;10;6;1;5;2;1;4
250460305000018;1;141;0;0;0;0;1;0;2;4;3;2;1;2;4;2;4;4;4;3;1;4;1;5;2;2;5;4;0;2;2;1;3;6;2;3;4;2;1;2;8;3;3;3;4;2;1;2;1;4;4;2;3;2;1;1;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;1;10;13;15;15;9;13;14;9;4;3;1;0;0;2
250460305000019;1;66;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;1;4;3;1;1;3;1;5;3;1;0;3;2;1;2;0;2;2;0;1;2;0;3;1;1;3;2;1;1;0;2;1;1;0;0;2;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;44;0;1;3;8;11;6;4;6;3;0;1;1;0;0;0
250460305000020;1;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X"
250460305000021;4;15;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;1;1;3;1;3;1;0;2;0;1;0;0;0
250460305000022;4;104;0;0;0;1;1;2;0;0;2;2;1;1;0;3;5;2;0;3;2;1;2;2;2;1;1;2;1;4;1;0;5;2;3;2;2;4;2;0;1;3;1;2;1;2;1;4;1;1;2;0;2;3;5;0;0;1;1;0;1;3;3;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;69;2;6;9;7;6;5;9;8;4;4;3;1;4;1;0
250460305000023;1;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;1;2;2;0;2;1;4;3;2;2;3;3;1;3;2;3;1;2;0;2;1;2;0;1;1;1;0;2;2;0;0;0;0;1;3;0;3;1;0;1;0;1;1;0;0;1;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;1;6;6;10;8;5;4;3;2;2;2;1;0
250460305000024;1;17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;2;0;2;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;1;1;1;1;0;1;1;2;1;0;1;0;0
250460305000025;1;113;0;0;0;0;0;1;1;1;2;3;2;1;0;2;3;4;1;4;7;1;4;5;2;3;2;3;4;7;1;3;1;1;2;1;2;3;1;1;0;3;3;1;1;1;2;0;1;1;2;2;2;2;1;0;0;2;0;1;2;0;2;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;8;7;16;11;15;6;7;5;3;4;2;0;0;0
250460305000026;1;47;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;0;0;1;0;3;1;1;0;3;0;0;1;0;1;2;0;0;2;2;1;1;0;2;0;1;1;0;0;2;0;0;0;0;1;0;0;2;0;0;0;1;1;0;2;0;3;1;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;29;0;1;4;4;5;4;5;2;1;0;2;0;1;0;0
250460305000027;1;64;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;2;2;0;2;3;5;2;2;0;1;1;0;2;2;1;1;0;3;1;0;2;0;1;0;2;2;0;1;3;0;0;1;0;2;2;2;1;1;1;0;0;1;1;1;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;2;3;7;3;4;2;1;1;3;1;1;0;0
250460305000028;1;50;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;1;0;3;3;1;3;1;1;0;0;1;1;1;1;3;1;0;1;1;2;1;3;1;0;1;0;2;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;2;1;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;1;2;5;5;5;2;4;3;0;1;1;1;0
250460305000029;1;128;0;0;0;0;0;0;0;0;1;0;1;2;0;6;3;3;4;6;13;3;4;5;3;6;5;2;5;1;5;3;3;1;3;1;6;6;1;3;2;1;1;0;3;0;1;1;1;0;1;1;0;2;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;1;9;28;17;12;12;9;3;0;1;2;0;1;1
250460305000030;1;25;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;2;0;1;0;2;0;1;1;0;0;0;0;0;0;0;0;1;0;2;0;1;2;1;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15;0;1;1;0;3;2;1;0;2;2;1;2;0;0;0
250460305000031;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;1;1;0;3;1;1;1;1;0;1;0;0;0
250460305000032;8;60;0;0;0;0;0;0;1;0;0;1;1;1;3;1;0;1;2;0;4;1;0;1;4;2;2;1;2;3;1;2;0;3;0;2;1;3;0;2;1;1;0;0;0;0;0;2;2;2;1;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;2;6;8;7;6;5;3;0;5;1;0;0;0;0
250460305000033;5;79;0;0;0;0;0;0;1;0;0;0;0;1;1;3;2;1;1;2;0;3;1;2;3;0;3;0;2;0;4;1;3;0;2;1;2;3;2;2;0;1;3;1;0;3;3;1;1;0;0;2;2;0;1;2;1;1;0;4;0;1;1;1;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;1;7;6;9;7;7;8;7;3;3;3;2;0;1
250460305000034;5;81;1;0;0;0;1;1;0;2;1;0;0;1;1;0;0;1;1;0;1;1;1;2;2;1;0;1;0;1;3;1;3;2;0;2;1;3;1;1;3;3;2;2;3;2;2;1;1;0;0;4;1;2;2;1;1;3;0;0;1;2;0;1;1;2;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;2;4;1;4;6;4;5;8;3;4;5;2;0;0;0
250460316000001;1;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;2;1;2;0;3;0;1;0;0;0;0;0;0
250460316000002;1;21;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;2;0;1;1;0;1;0;0;0;1;2;1;0;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;1;0;2;2;3;3;2;2;4;0;0;1;0
250460316000003;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;2;1;1;2;2;1;2;2;1;1;0;0
250460316000004;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
250460316000005;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0
250460316000006;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;2;2;2;1;0;1;0;1;0;0;0
250460316000007;1;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;2;4;2;0;1;0;0;1;0;3;1;0;0;2;3;3;0;0;0;1;1;2;1;2;2;0;2;1;3;0;1;0;0;0;2;1;3;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;2;3;4;5;4;7;2;7;5;2;4;0
250460316000008;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;1;1;0;1;2;1;0;0;1;0;1;0;0;2;2;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;1;3;1;2;3;2;3;2;1;0;2;0;0
250460316000009;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;2;0;0;0;1;1;0;3;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;3;3;1;3;1;1;0;2;0;1;0
250470205000001;1;89;0;0;0;0;0;0;1;0;0;1;1;0;1;1;2;0;1;1;2;0;1;2;2;2;4;0;2;0;1;2;1;3;1;3;4;0;1;0;2;2;1;0;1;1;2;0;0;0;3;2;1;1;2;2;2;1;3;2;1;0;1;0;3;0;1;1;3;1;1;0;1;1;3;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;69;0;2;5;3;11;4;10;5;5;4;5;4;3;4;4
250470205000002;1;207;0;0;0;0;0;0;0;0;1;1;2;1;5;2;3;3;5;4;5;5;3;4;1;11;8;4;2;5;7;4;1;6;7;5;4;2;5;8;7;5;4;1;1;5;2;3;2;2;5;4;5;1;2;0;4;2;2;3;4;0;1;2;1;2;3;0;3;1;0;1;0;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;0;2;13;22;25;20;16;21;11;12;8;6;6;0;4
250470205000003;1;194;0;0;0;0;0;0;0;1;0;1;1;1;4;2;0;2;3;5;4;4;6;5;3;4;6;6;8;1;4;3;2;3;5;3;4;3;3;8;5;2;2;2;3;3;1;4;1;0;4;5;1;0;3;3;2;3;2;4;4;3;2;2;1;3;4;2;0;1;2;4;2;0;0;1;3;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;139;0;2;6;16;24;18;12;14;10;9;8;7;7;4;2
250470205000004;8;47;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;2;1;1;0;0;3;0;2;2;0;0;0;1;1;0;1;0;0;4;2;0;2;0;1;0;0;3;1;1;0;0;0;0;0;1;1;2;0;1;0;0;2;1;1;2;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;1;1;4;4;2;2;5;2;0;3;1;2;1
250470205000005;8;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0;1;1;1;1;1;3;1;0;0;2;0;1;0
250470205000006;8;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;1;1;0;1;0;2;1;1;1;2;0;2
250470205000007;8;61;0;0;0;0;0;0;0;0;0;1;0;1;1;2;1;1;1;1;0;1;1;0;0;2;1;0;3;0;4;0;0;1;0;2;3;0;1;1;0;1;0;1;1;1;1;1;0;1;0;0;0;0;4;0;0;3;1;1;1;0;2;0;2;2;2;0;2;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;43;0;1;4;4;4;7;5;2;2;2;2;3;4;1;2
250470205000008;8;76;0;0;0;0;1;0;0;4;0;0;0;1;1;1;5;0;2;0;2;2;2;1;2;0;1;2;1;0;1;0;0;3;1;3;1;3;1;1;0;0;0;0;3;0;3;1;1;2;2;1;3;1;0;2;2;1;1;3;2;0;3;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;1;4;6;6;5;2;5;5;5;4;6;4;2;1;0
250470205000009;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;1;1;1;0;0;0;0;1;3;1
250480105000001;1;93;0;0;0;0;0;0;0;1;0;0;0;0;1;1;2;1;0;3;0;3;1;1;2;1;0;0;2;2;1;1;3;0;3;0;0;3;2;1;1;1;3;2;1;5;3;4;2;1;1;1;1;2;2;1;1;1;3;2;1;2;1;3;1;1;0;0;1;1;1;0;3;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;73;0;1;4;7;5;6;5;6;10;8;6;6;4;1;4
250480105000002;1;88;0;0;0;0;0;0;0;0;0;1;0;0;3;0;1;0;2;1;2;2;0;1;1;1;1;3;1;2;3;0;3;1;3;0;1;4;2;2;3;2;0;2;1;2;2;4;0;1;0;0;0;4;5;4;2;4;0;1;1;0;0;0;0;2;1;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;1;4;7;4;9;7;7;5;2;5;3;1;0;0
250480105000003;1;86;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;2;0;1;2;0;5;6;1;4;1;1;1;1;1;1;2;1;2;1;4;2;1;1;5;0;1;1;2;2;2;1;3;1;0;1;1;1;1;2;2;0;0;1;5;1;1;1;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;52;0;1;1;4;12;6;6;8;4;3;2;1;3;1;0
250480105000004;1;127;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;1;1;2;3;2;0;2;1;0;1;4;3;2;2;1;1;1;0;2;2;1;3;7;2;2;3;5;5;2;3;5;2;1;1;4;3;2;0;3;1;1;4;0;2;3;5;1;2;1;1;0;2;2;0;3;1;0;1;0;1;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;99;0;0;2;10;4;11;2;14;16;8;8;7;9;2;6
250480105000005;1;96;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;2;1;1;2;2;3;0;0;2;1;1;1;2;3;0;1;2;1;5;2;2;2;1;0;0;3;1;0;2;3;2;2;3;3;2;0;1;5;2;2;4;0;3;0;2;0;2;4;2;0;3;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;1;1;2;5;2;6;8;2;3;7;7;6;5;1
250480105000006;1;88;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;2;1;0;2;1;4;1;2;1;2;1;0;1;2;0;0;0;0;0;3;4;1;3;2;1;3;1;2;4;3;2;0;3;2;1;3;2;3;1;2;2;0;0;1;1;1;2;1;2;1;1;0;0;1;1;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;2;4;9;5;0;8;6;7;9;5;6;2;2
